unit,repeat,condition,value
f3ccd25b3ff64991,receiver_BAB,read_null,1.6843500137329102
68957fcde17c683b,receiver_ABB,baseline,2.68375301361084
68957fcde17c683b,receiver_ABB,full,0.9550704956054688
68957fcde17c683b,receiver_ABB,read_row,2.380290985107422
68957fcde17c683b,receiver_ABB,read_null,1.2475128173828125
68957fcde17c683b,receiver_BAB,baseline,6.585907936096191
68957fcde17c683b,receiver_BAB,full,3.780406951904297
68957fcde17c683b,receiver_BAB,read_row,6.1803693771362305
68957fcde17c683b,receiver_BAB,read_null,4.352090835571289
f0987d6b805ec491,receiver_ABB,baseline,0.7200775146484375
f0987d6b805ec491,receiver_ABB,full,-0.5114164352416992
f0987d6b805ec491,receiver_ABB,read_row,0.48804378509521484
f0987d6b805ec491,receiver_ABB,read_null,-0.24214458465576172
f0987d6b805ec491,receiver_BAB,baseline,1.7258310317993164
f0987d6b805ec491,receiver_BAB,full,0.45261096954345703
f0987d6b805ec491,receiver_BAB,read_row,1.4711475372314453
f0987d6b805ec491,receiver_BAB,read_null,0.7159795761108398
af7a6c33312ad9d5,receiver_ABB,baseline,-0.673161506652832
af7a6c33312ad9d5,receiver_ABB,full,-1.5803337097167969
af7a6c33312ad9d5,receiver_ABB,read_row,-0.8453083038330078
af7a6c33312ad9d5,receiver_ABB,read_null,-1.386688232421875
af7a6c33312ad9d5,receiver_BAB,baseline,2.707921028137207
af7a6c33312ad9d5,receiver_BAB,full,1.4826393127441406
af7a6c33312ad9d5,receiver_BAB,read_row,2.452779769897461
af7a6c33312ad9d5,receiver_BAB,read_null,1.7224445343017578
be928a70f1b66efa,receiver_ABB,baseline,4.431136131286621
be928a70f1b66efa,receiver_ABB,full,2.1552839279174805
be928a70f1b66efa,receiver_ABB,read_row,4.099339485168457
be928a70f1b66efa,receiver_ABB,read_null,2.4562759399414062
be928a70f1b66efa,receiver_BAB,baseline,2.5223827362060547
be928a70f1b66efa,receiver_BAB,full,-0.024394989013671875
be928a70f1b66efa,receiver_BAB,read_row,2.1155099868774414
be928a70f1b66efa,receiver_BAB,read_null,0.2852449417114258
a01ca6cde9a7b3e4,receiver_ABB,baseline,1.9916086196899414
a01ca6cde9a7b3e4,receiver_ABB,full,0.57293701171875
a01ca6cde9a7b3e4,receiver_ABB,read_row,1.729477882385254
a01ca6cde9a7b3e4,receiver_ABB,read_null,0.7234249114990234
a01ca6cde9a7b3e4,receiver_BAB,baseline,3.207087516784668
a01ca6cde9a7b3e4,receiver_BAB,full,0.5067062377929688
a01ca6cde9a7b3e4,receiver_BAB,read_row,2.7477989196777344
a01ca6cde9a7b3e4,receiver_BAB,read_null,0.8481769561767578
9f346af2d42eddc6,receiver_ABB,baseline,3.268551826477051
9f346af2d42eddc6,receiver_ABB,full,1.3215675354003906
9f346af2d42eddc6,receiver_ABB,read_row,2.9107589721679688
9f346af2d42eddc6,receiver_ABB,read_null,1.6251258850097656
9f346af2d42eddc6,receiver_BAB,baseline,4.401208877563477
9f346af2d42eddc6,receiver_BAB,full,1.3040599822998047
9f346af2d42eddc6,receiver_BAB,read_row,3.859795570373535
9f346af2d42eddc6,receiver_BAB,read_null,1.8182687759399414
dacdac792d834c1e,receiver_ABB,baseline,1.3553543090820312
dacdac792d834c1e,receiver_ABB,full,0.05033588409423828
dacdac792d834c1e,receiver_ABB,read_row,1.0225915908813477
dacdac792d834c1e,receiver_ABB,read_null,0.19422531127929688
dacdac792d834c1e,receiver_BAB,baseline,2.4493350982666016
dacdac792d834c1e,receiver_BAB,full,-0.5169715881347656
dacdac792d834c1e,receiver_BAB,read_row,1.8662729263305664
dacdac792d834c1e,receiver_BAB,read_null,-0.030788421630859375
b4b1ec9bdd8aa836,receiver_ABB,baseline,3.097622871398926
b4b1ec9bdd8aa836,receiver_ABB,full,2.1942567825317383
b4b1ec9bdd8aa836,receiver_ABB,read_row,2.951287269592285
b4b1ec9bdd8aa836,receiver_ABB,read_null,2.3336524963378906
b4b1ec9bdd8aa836,receiver_BAB,baseline,3.640078544616699
b4b1ec9bdd8aa836,receiver_BAB,full,2.6098194122314453
b4b1ec9bdd8aa836,receiver_BAB,read_row,3.4797544479370117
b4b1ec9bdd8aa836,receiver_BAB,read_null,2.7727279663085938
71c40fd6046dc6df,receiver_ABB,baseline,3.472017288208008
71c40fd6046dc6df,receiver_ABB,full,3.14041805267334
71c40fd6046dc6df,receiver_ABB,read_row,3.418919563293457
71c40fd6046dc6df,receiver_ABB,read_null,3.1738548278808594
71c40fd6046dc6df,receiver_BAB,baseline,3.241199493408203
71c40fd6046dc6df,receiver_BAB,full,1.6267881393432617
71c40fd6046dc6df,receiver_BAB,read_row,3.026638984680176
71c40fd6046dc6df,receiver_BAB,read_null,1.8186883926391602
ee23cc3fd76e4166,receiver_ABB,baseline,2.141463279724121
ee23cc3fd76e4166,receiver_ABB,full,1.0398435592651367
ee23cc3fd76e4166,receiver_ABB,read_row,1.989394187927246
ee23cc3fd76e4166,receiver_ABB,read_null,1.193460464477539
ee23cc3fd76e4166,receiver_BAB,baseline,2.0219593048095703
ee23cc3fd76e4166,receiver_BAB,full,0.8425388336181641
ee23cc3fd76e4166,receiver_BAB,read_row,1.854762077331543
ee23cc3fd76e4166,receiver_BAB,read_null,1.0020627975463867
c350dbe44f8990e2,receiver_ABB,baseline,3.6730947494506836
c350dbe44f8990e2,receiver_ABB,full,2.2838573455810547
c350dbe44f8990e2,receiver_ABB,read_row,3.435914993286133
c350dbe44f8990e2,receiver_ABB,read_null,2.5350637435913086
c350dbe44f8990e2,receiver_BAB,baseline,3.1386194229125977
c350dbe44f8990e2,receiver_BAB,full,1.321091651916504
c350dbe44f8990e2,receiver_BAB,read_row,2.790121078491211
c350dbe44f8990e2,receiver_BAB,read_null,1.611577033996582
d796ab23cc871074,receiver_ABB,baseline,2.856837272644043
d796ab23cc871074,receiver_ABB,full,0.43800830841064453
d796ab23cc871074,receiver_ABB,read_row,2.4674062728881836
d796ab23cc871074,receiver_ABB,read_null,0.8725805282592773
d796ab23cc871074,receiver_BAB,baseline,1.610346794128418
d796ab23cc871074,receiver_BAB,full,-0.17441463470458984
d796ab23cc871074,receiver_BAB,read_row,1.218501091003418
d796ab23cc871074,receiver_BAB,read_null,0.055678367614746094
8fa760ffcf730568,receiver_ABB,baseline,3.11649227142334
8fa760ffcf730568,receiver_ABB,full,1.4367923736572266
8fa760ffcf730568,receiver_ABB,read_row,2.865022659301758
8fa760ffcf730568,receiver_ABB,read_null,1.677088737487793
8fa760ffcf730568,receiver_BAB,baseline,3.697361946105957
8fa760ffcf730568,receiver_BAB,full,1.721670150756836
8fa760ffcf730568,receiver_BAB,read_row,3.4158849716186523
8fa760ffcf730568,receiver_BAB,read_null,2.0265064239501953
